search_location,search_category,business_id,name,city,state,postal_code,address,latitude,longitude,rating,review_count,price,phone,display_phone,categories_alias,categories_title,hours,photos,biz_url,is_closed
"Austin, TX",restaurants,4sfF1paqVfXvzAIdzs6MQg,Uchiko Austin,Austin,TX,78756,"4200 N Lamar Blvd, Austin, TX 78756",30.31078344245359,-97.7399856448906,4.5,2376,$$$$,+15129164808,(512) 916-4808,"sushi, gluten_free, japanese","Sushi Bars, Gluten-Free, Japanese",0:1600-2200;1:1600-2200;2:1600-2200;3:1600-2200;4:1600-2300;5:1600-2300;6:1600-2200,,https://www.yelp.com/biz/uchiko-austin-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,J8Ha6yIvGoU-E31jnCq7Ew,Barley Swine,Austin,TX,78757,"6555 Burnet Rd, Ste 400, Austin, TX 78757",30.3412737661652,-97.7383886364151,4.4,1284,$$$$,+15123948150,(512) 394-8150,"newamerican, bars","New American, Bars",3:1700-2100;4:1700-2200;5:1630-2200;6:1630-2100,,https://www.yelp.com/biz/barley-swine-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,P2fi7qugfLPOFSxscpaAxg,Anthem,Austin,TX,78701,"91 Rainey St, Ste 120, Austin, TX 78701",30.2603388,-97.738071,4.4,799,$$,+15127311411,(512) 731-1411,"tradamerican, beerbar, cocktailbars","American, Beer Bar, Cocktail Bars",0:1200-2200;1:1200-2200;2:1200-2200;3:1200-2200;4:1200-2300;5:1100-2300;6:1100-2200,,https://www.yelp.com/biz/anthem-austin-4?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,bZiIIUcpgxh8mpKMDhdqbA,Hopdoddy Burger Bar,Austin,TX,78704,"1400 S Congress Ave, Ste A190, Austin, TX 78704",30.249599774821025,-97.74996767434698,4.2,5361,$$,+15122437505,(512) 243-7505,"burgers, tradamerican","Burgers, American",0:1100-2200;1:1100-2200;2:1100-2200;3:1100-2200;4:1100-2300;5:1100-2300;6:1100-2200,,https://www.yelp.com/biz/hopdoddy-burger-bar-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,GwAFL29gpnEIjAG9MauMig,Aba,Austin,TX,78704,"1011 S Congress Ave, Bldg 2, Ste 180, Austin, TX 78704",30.25357,-97.74803,4.4,1761,$$$,+17372730199,(737) 273-0199,"mediterranean, bars, seafood","Mediterranean, Bars, Seafood",0:1100-2200;1:1100-2200;2:1100-2200;3:1100-2200;4:1100-2300;5:1000-2300;6:1000-2100,,https://www.yelp.com/biz/aba-austin-4?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,28RuK9yoG0k0LLGM7fqKQQ,Lin Asian Bar And Dim Sum,Austin,TX,78703,"1203 W 6th St, Austin, TX 78703",30.27281,-97.75799,4.2,1269,$$$,+15124745107,(512) 474-5107,"dimsum, cocktailbars, cantonese","Dim Sum, Cocktail Bars, Cantonese",0:1100-1400;0:1630-2200;1:1100-1400;1:1630-2200;2:1100-1400;2:1630-2200;3:1100-1400;3:1630-2200;4:1100-1400;4:1630-2300;5:1030-1500;5:1630-2300;6:1030-1500;6:1630-2200,,https://www.yelp.com/biz/lin-asian-bar-and-dim-sum-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,zFaHweOJ40jjtvpGTjlspw,Uchi Austin,Austin,TX,78704,"801 S Lamar Blvd, Austin, TX 78704",30.25753918349428,-97.75979576540756,4.4,3145,$$$$,+15129164808,(512) 916-4808,"sushi, japanese, beer_and_wine","Sushi Bars, Japanese, Beer, Wine & Spirits",0:1600-2200;1:1600-2200;2:1600-2200;3:1600-2200;4:1600-2300;5:1600-2300;6:1600-2200,,https://www.yelp.com/biz/uchi-austin-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,-IIvmjoEKa9Trhf4OxzJeA,Caroline,Austin,TX,78701,"621 Congress Ave, Ste 101, Austin, TX 78701",30.2688377,-97.7423301,4.2,1590,$$,+15129826766,(512) 982-6766,"bakeries, newamerican, breakfast_brunch","Bakeries, New American, Breakfast & Brunch",0:0700-2300;1:0700-2300;2:0700-2300;3:0700-2300;4:0700-0000;5:0700-0000;6:0700-2200,,https://www.yelp.com/biz/caroline-austin-2?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,wKQNqpvphl0zGCv9JuIN8Q,J Carver’s,Austin,TX,78701,"509 Rio Grande St, Austin, TX 78701",30.26954398783698,-97.74950906575312,4.5,271,$$$$,+15127820650,(512) 782-0650,"steak, seafood, cocktailbars","Steakhouses, Seafood, Cocktail Bars",0:1700-2200;1:1700-2200;2:1700-2200;3:1700-2200;4:1700-2200;5:1700-2200;6:1700-2200,,https://www.yelp.com/biz/j-carver-s-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,feNjLEC9gZ5QdPlQ05SDwQ,Hestia,Austin,TX,78701,"607 West 3rd St, Ste 105, Austin, TX 78701",30.266775,-97.74998,4.3,419,,+15123330737,(512) 333-0737,"newamerican, seafood","New American, Seafood",1:1730-2200;2:1730-2200;3:1730-2200;4:1730-2300;5:1730-2300;6:1730-2200,,https://www.yelp.com/biz/hestia-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,MGzro82Fi4LYvc86acoONQ,Franklin Barbecue,Austin,TX,78702,"900 E 11th St, Austin, TX 78702",30.2701348,-97.7313451068641,4.5,6368,$$,+15126531187,(512) 653-1187,bbq,Barbeque,1:1100-1500;2:1100-1500;3:1100-1500;4:1100-1500;5:1100-1500;6:1100-1500,,https://www.yelp.com/biz/franklin-barbecue-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,v1UzkU8lEWdjxq8byWFOKg,Gus's World Famous Fried Chicken - Austin,Austin,TX,78701,"117 San Jacinto Blvd, Austin, TX 78701",30.2634862,-97.7417305,4.3,3414,$$,+15124744877,(512) 474-4877,"southern, chickenshop, comfortfood","Southern, Chicken Shop, Comfort Food",0:1100-2100;1:1100-2100;2:1100-2100;3:1100-2100;4:1100-2200;5:1100-2200;6:1100-2100,,https://www.yelp.com/biz/guss-world-famous-fried-chicken-austin-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,wB1qckz9iC0aq5XuWRmCIA,Jewboy Burgers,Austin,TX,78751,"5111 Airport Blvd, Austin, TX 78751",30.3127408,-97.71508227214272,4.6,1660,$$,+15122913358,(512) 291-3358,"burgers, diners","Burgers, Diners",1:1100-2100;2:1100-2100;3:1100-2100;4:1100-2200;5:1100-2200;6:1100-2100,,https://www.yelp.com/biz/jewboy-burgers-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,qkpTiGcJbkNKgmCj4rmkkQ,Bouldin Creek Cafe,Austin,TX,78704,"1900 S 1st St, Austin, TX 78704",30.24646,-97.75677,4.5,3056,$$,+15124161601,(512) 416-1601,"vegetarian, cafes, vegan","Vegetarian, Cafes, Vegan",0:0800-2200;1:0800-2200;2:0800-2200;3:0800-2200;4:0800-2300;5:0800-2300;6:0800-2200,,https://www.yelp.com/biz/bouldin-creek-cafe-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,IqNExVdP8Mr8GQa8OgozcA,Honey Moon Spirit Lounge,Austin,TX,78705,"624 W 34th St, Austin, TX 78705",30.301011,-97.740579,4.4,295,,+17372090319,(737) 209-0319,"newamerican, lounges","New American, Lounges",1:1600-2200;2:1600-2200;3:1600-2200;4:1600-2300;5:1030-2300;6:1030-1530,,https://www.yelp.com/biz/honey-moon-spirit-lounge-austin-2?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,kCdONcIH6Fz5Gz3TmBWdTw,Garrison,Austin,TX,78701,"101 Red River St, Austin, TX 78701",30.261996508728377,-97.73803640378569,4.6,296,,+15126002000,(512) 600-2000,"newamerican, seafood, desserts","New American, Seafood, Desserts",1:1700-2100;2:1700-2100;3:1700-2200;4:1700-2200;5:1700-2200,,https://www.yelp.com/biz/garrison-austin-2?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,7PZKJbMakI_WSbgA-DJUHA,Banger’s Sausage House & Beer Garden,Austin,TX,78701,"79 81 & 81.5 Rainey St, Austin, TX 78701",30.258905,-97.738413,4.1,2913,$$,+15123861656,(512) 386-1656,"beergardens, breakfast_brunch, wine_bars","Beer Gardens, Breakfast & Brunch, Wine Bars",0:1100-2200;1:1100-2200;2:1100-2200;3:1100-2200;4:1100-2300;5:1100-2300;6:1000-2100,,https://www.yelp.com/biz/banger-s-sausage-house-and-beer-garden-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,DSQCRlBZ_oy4kyTzqDfb9w,Dean's Italian Steakhouse,Austin,TX,78701,"110 E 2nd St, Austin, TX 78701",30.264372431796975,-97.74314047301984,4.4,310,,+15126084490,(512) 608-4490,"steak, italian, seafood","Steakhouses, Italian, Seafood",0:1700-2200;1:1700-2200;2:1700-2200;3:1700-2200;4:1700-2300;5:1700-2300;6:1700-2200,,https://www.yelp.com/biz/deans-italian-steakhouse-austin-2?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,1Eq16r_MSnvPsnIykBdy9w,Home Slice Pizza,Austin,TX,78704,"1415 S Congress St, Austin, TX 78704",30.2492254,-97.74955321609524,4.4,4871,$$,+15124447437,(512) 444-7437,"pizza, sandwiches","Pizza, Sandwiches",0:1100-2300;1:1100-2300;2:1100-2300;3:1100-2300;4:1100-0000;5:1100-0000;6:1100-2300,,https://www.yelp.com/biz/home-slice-pizza-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,pCIdgI3QYpzgrtLAmDemuA,Truluck's Ocean's Finest Seafood & Crab,Austin,TX,78701,"300 Colorado St, Ste 100, Austin, TX 78701",30.265954,-97.745301,4.4,1150,$$$,+15124829000,(512) 482-9000,"seafood, steak, cocktailbars","Seafood, Steakhouses, Cocktail Bars",0:1630-2200;1:1630-2200;2:1630-2200;3:1630-2200;4:1630-2200;5:1630-2200;6:1630-2200,,https://www.yelp.com/biz/trulucks-oceans-finest-seafood-and-crab-austin-6?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,jmmzYxurOoA_K_RtanzQow,Paperboy East,Austin,TX,78702,"1203 E 11th St, Austin, TX 78702",30.26847,-97.72761,4.5,1373,$$,+15122709980,(512) 270-9980,"coffee, breakfast_brunch, newamerican","Coffee & Tea, Breakfast & Brunch, New American",0:0800-1400;1:0800-1400;2:0800-1400;3:0800-1400;4:0800-1500;5:0800-1500;6:0800-1500,,https://www.yelp.com/biz/paperboy-east-austin-6?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,fWgfmVcdwx_vY4wSphV1Lw,Soto South Lamar,Austin,TX,78704,"1100 S Lamar Blvd, Ste 2115, Austin, TX 78704",30.255700844821217,-97.76207951024544,4.3,720,$$$,+15125319142,(512) 531-9142,"japanese, sushi, bars","Japanese, Sushi Bars, Bars",0:1100-1430;0:1600-2200;1:1100-1430;1:1600-2200;2:1100-1430;2:1600-2200;3:1100-1430;3:1600-2200;4:1100-1430;4:1600-2300;5:1100-2300;6:1100-2200,,https://www.yelp.com/biz/soto-south-lamar-austin-2?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,7kJab3nyBrRTfMMZMlgiSg,Este,Austin,TX,78722,"2113 Manor Rd, Austin, TX 78722",30.28420740251809,-97.71961013910531,4.3,368,$$$,+15125224047,(512) 522-4047,"seafood, wine_bars, cocktailbars","Seafood, Wine Bars, Cocktail Bars",0:1700-2200;1:1700-2200;2:1700-2200;3:1700-2200;4:1200-2200;5:1200-2200;6:1200-2200,,https://www.yelp.com/biz/este-austin-2?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,Fuv7Apt32H5_ihp0qDEbAg,Arlo Grey by Kristen Kish,Austin,TX,78701,"111 E Cesar Chavez St, Austin, TX 78701",30.262724161102867,-97.74410642632972,3.9,494,$$$,+15124782991,(512) 478-2991,"newamerican, cocktailbars","New American, Cocktail Bars",2:1700-2200;3:1700-2200;4:1700-2200;5:1700-2200;6:1700-2200,,https://www.yelp.com/biz/arlo-grey-by-kristen-kish-austin-2?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,JW3SkLOUfGhcVQGosoozUA,Launderette,Austin,TX,78702,"2115 Holly St, Austin, TX 78702",30.25193,-97.72273,4.2,1468,$$,+15123821599,(512) 382-1599,"newamerican, breakfast_brunch, wine_bars","New American, Breakfast & Brunch, Wine Bars",0:1100-1415;0:1700-2200;1:1100-1415;1:1700-2200;2:1100-1415;2:1700-2200;3:1100-1415;3:1700-2200;4:1100-1415;4:1700-2200;5:1100-1415;5:1700-2200;6:1100-1415;6:1700-2200,,https://www.yelp.com/biz/launderette-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,Lcb9FB6Y_EhLEiJVUJ7tVA,Dai Due,Austin,TX,78722,"2406 Manor Rd, Ste A, Austin, TX 78722",30.2848871297558,-97.7167839693365,4.3,784,$$$,+15125240688,(512) 524-0688,"butcher, newamerican, breakfast_brunch","Butcher, New American, Breakfast & Brunch",1:1700-2200;2:1700-2200;3:1700-2200;4:1000-1500;4:1700-2200;5:1000-1500;5:1700-2200;6:1000-1500;6:1700-2100,,https://www.yelp.com/biz/dai-due-austin-5?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,5ufHVEdJNPypB4v_UhUUUQ,Patrizi's,Austin,TX,78722,"2307 Manor Rd, Austin, TX 78722",30.2839715080976,-97.7172101465576,4.4,1120,$$,+15125224834,(512) 522-4834,italian,Italian,0:1700-2130;1:1700-2130;2:1700-2130;3:1700-2130;4:1700-2130;5:1700-2130;6:1700-2130,,https://www.yelp.com/biz/patrizis-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,UiiIGT4lbFQhuFIiI1P7DA,True Food Kitchen,Austin,TX,78701,"222 W Ave, Ste HR100, Austin, TX 78701",30.267256595152276,-97.75229656995631,4.3,1323,$$,+15127772430,(512) 777-2430,"newamerican, breakfast_brunch, comfortfood","New American, Breakfast & Brunch, Comfort Food",0:1100-2100;1:1100-2100;2:1100-2100;3:1100-2100;4:1100-2200;5:1000-2200;6:1000-2100,,https://www.yelp.com/biz/true-food-kitchen-austin-5?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,i1GWpxJ1Phm2awhVaTkouA,Juniper,Austin,TX,78702,"2400 E Cesar Chavez St, Ste 304, Austin, TX 78702",30.254867,-97.717182,4.2,740,$$$$,+15122209421,(512) 220-9421,"italian, newamerican, cocktailbars","Italian, New American, Cocktail Bars",0:1700-2200;1:1700-2200;2:1700-2200;3:1700-2200;4:1700-2300;5:1700-2300;6:1700-2200,,https://www.yelp.com/biz/juniper-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,Tta8AYBZq3fwr1n2up75vQ,Eureka!,Austin,TX,78701,"200 E 6th St, Austin, TX 78701",30.267833034939414,-97.74124011397362,4.1,1262,$$,+15127351144,(512) 735-1144,tradamerican,American,0:1100-0000;1:1100-0000;2:1100-0000;3:1100-0000;4:1100-0000;5:1100-0000;6:1100-2300,,https://www.yelp.com/biz/eureka-austin-3?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,FbZLY5XASP9phByStRTSaw,Doc B's Restaurant + Bar,Austin,TX,78758,"3001 Palm Way, Ste 120, Austin, TX 78758",30.402758,-97.719745,4.4,944,$$,+15126728400,(512) 672-8400,"newamerican, bars","New American, Bars",0:1100-2200;1:1100-2200;2:1100-2200;3:1100-2200;4:1100-2200;5:1100-2200;6:1100-2100,,https://www.yelp.com/biz/doc-bs-restaurant-bar-austin?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
"Austin, TX",restaurants,Wn8j-1-ity6hdjP4bC_wkw,Sip Pho,Austin,TX,78705,"512 W 29th St, Austin, TX 78705",30.295421,-97.742327,4.5,475,$$,+15125519778,(512) 551-9778,"vietnamese, tapasmallplates, noodles","Vietnamese, Tapas/Small Plates, Noodles",0:1100-2100;1:1100-2100;2:1100-2100;3:1100-2100;4:1100-2100;5:1100-2100;6:1100-2100,,https://www.yelp.com/biz/sip-pho-austin-2?adjust_creative=9uaxCzPguRm-BE9hD_3tOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=9uaxCzPguRm-BE9hD_3tOA,False
