business_id,name,city,state,search_category,ClosureRiskScore,RiskBucket,RiskProfile,PrimaryRiskDriver,EngagementRisk,RatingRiskComponent,PriceRiskComponent,CompetitionRisk,rating,review_count,price_level,MarketDensity,latitude,longitude
IqNExVdP8Mr8GQa8OgozcA,Honey Moon Spirit Lounge,Austin,TX,restaurants,-0.03557391018997577,Medium Risk,High-End / Niche Risk,EngagementRisk,0.9900517177327084,-0.5352067869990867,-0.5971405714935247,0.0,4.4,295,,200,30.301011,-97.740579
kCdONcIH6Fz5Gz3TmBWdTw,Garrison,Austin,TX,restaurants,-0.24891177990174948,Low Risk,High-End / Niche Risk,EngagementRisk,0.9862348214238413,-1.3847413695373145,-0.5971405714935247,0.0,4.6,296,,200,30.261996508728377,-97.73803640378569
7PZKJbMakI_WSbgA-DJUHA,Banger’s Sausage House & Beer Garden,Austin,TX,restaurants,-0.36403096345669556,Low Risk,Crowded Market Risk,RatingRiskComponent,-1.59807836914152,0.7390950868082624,-0.5971405714935247,0.0,4.1,2913,2.0,200,30.258905,-97.738413
DSQCRlBZ_oy4kyTzqDfb9w,Dean's Italian Steakhouse,Austin,TX,restaurants,-0.04955997855902533,Medium Risk,High-End / Niche Risk,EngagementRisk,0.9341074442565102,-0.5352067869990867,-0.5971405714935247,0.0,4.4,310,,200,30.26437243179697,-97.74314047301984
1Eq16r_MSnvPsnIykBdy9w,Home Slice Pizza,Austin,TX,restaurants,-0.8280247230708238,Low Risk,Crowded Market Risk,CompetitionRisk,-2.179751533790683,-0.5352067869990867,-0.5971405714935247,0.0,4.4,4871,2.0,200,30.2492254,-97.74955321609524
pCIdgI3QYpzgrtLAmDemuA,Truluck's Ocean's Finest Seafood & Crab,Austin,TX,restaurants,-0.021702919807675247,Medium Risk,Lower Relative Risk,PriceRiskComponent,-0.5468391780541553,-0.5352067869990867,0.9952342858225411,0.0,4.4,1150,3.0,200,30.265954,-97.745301
jmmzYxurOoA_K_RtanzQow,Paperboy East,Austin,TX,restaurants,-0.5760934623741178,Low Risk,High-End / Niche Risk,CompetitionRisk,-0.7472591997347459,-0.9599740782682007,-0.5971405714935247,0.0,4.5,1373,2.0,200,30.26847,-97.72761
fWgfmVcdwx_vY4wSphV1Lw,Soto South Lamar,Austin,TX,restaurants,0.2168273151214858,High Risk,Lower Relative Risk,PriceRiskComponent,-0.017485529606628882,-0.11043949572996915,0.9952342858225411,0.0,4.3,720,3.0,200,30.255700844821217,-97.76207951024544
7kJab3nyBrRTfMMZMlgiSg,Este,Austin,TX,restaurants,0.4063439565520339,High Risk,Lower Relative Risk,PriceRiskComponent,0.7405810361155638,-0.11043949572996915,0.9952342858225411,0.0,4.3,368,3.0,200,30.28420740251809,-97.71961013910531
Fuv7Apt32H5_ihp0qDEbAg,Arlo Grey by Kristen Kish,Austin,TX,restaurants,0.7479982456933132,High Risk,Lower Relative Risk,RatingRiskComponent,0.4081290276042196,1.588629669346492,0.9952342858225411,0.0,3.9,494,3.0,200,30.262724161102867,-97.74410642632972
JW3SkLOUfGhcVQGosoozUA,Launderette,Austin,TX,restaurants,-0.2764332889282469,Low Risk,Crowded Market Risk,RatingRiskComponent,-0.8229203797586075,0.3143277955391447,-0.5971405714935247,0.0,4.2,1468,2.0,200,30.25193,-97.72273
Lcb9FB6Y_EhLEiJVUJ7tVA,Dai Due,Austin,TX,restaurants,0.19276589257768315,Medium Risk,Lower Relative Risk,PriceRiskComponent,-0.11373121978183942,-0.11043949572996915,0.9952342858225411,0.0,4.3,784,3.0,200,30.2848871297558,-97.7167839693365
5ufHVEdJNPypB4v_UhUUUQ,Patrizi's,Austin,TX,restaurants,-0.4123245316184985,Low Risk,High-End / Niche Risk,CompetitionRisk,-0.5169507679813825,-0.5352067869990867,-0.5971405714935247,0.0,4.4,1120,2.0,200,30.2839715080976,-97.7172101465576
UiiIGT4lbFQhuFIiI1P7DA,True Food Kitchen,Austin,TX,restaurants,-0.3532220640607984,Low Risk,Crowded Market Risk,CompetitionRisk,-0.7053081890196998,-0.11043949572996915,-0.5971405714935247,0.0,4.3,1323,2.0,200,30.26725659515228,-97.75229656995631
i1GWpxJ1Phm2awhVaTkouA,Juniper,Austin,TX,restaurants,0.7133715438785548,High Risk,Lower Relative Risk,PriceRiskComponent,-0.04845076316353189,0.3143277955391447,2.587609143138607,0.0,4.2,740,4.0,200,30.254867,-97.717182
Tta8AYBZq3fwr1n2up75vQ,Eureka!,Austin,TX,restaurants,-0.12749341880695275,Medium Risk,Crowded Market Risk,RatingRiskComponent,-0.6519281905425487,0.7390950868082624,-0.5971405714935247,0.0,4.1,1262,2.0,200,30.26783303493941,-97.74124011397362
FbZLY5XASP9phByStRTSaw,Doc B's Restaurant + Bar,Austin,TX,restaurants,-0.3640029769942967,Low Risk,High-End / Niche Risk,CompetitionRisk,-0.32366454948457524,-0.5352067869990867,-0.5971405714935247,0.0,4.4,944,2.0,200,30.402758,-97.719745
Wn8j-1-ity6hdjP4bC_wkw,Sip Pho,Austin,TX,restaurants,-0.2761726620119227,Low Risk,High-End / Niche Risk,EngagementRisk,0.4524240017140346,-0.9599740782682007,-0.5971405714935247,0.0,4.5,475,2.0,200,30.295421,-97.742327
EoIJZMBqFwX-TNAj6rmctg,Ichi Umi Sushi,Austin,TX,restaurants,-0.35193700278706086,Low Risk,Crowded Market Risk,CompetitionRisk,-0.7001679439247496,-0.11043949572996915,-0.5971405714935247,0.0,4.3,1317,2.0,200,30.386785,-97.741872
pS_RoFsMCMFvoFMSSCJR9w,Salt Traders Zilker,Austin,TX,restaurants,-0.09948064261550056,Medium Risk,High-End / Niche Risk,EngagementRisk,0.3096574967614916,-0.11043949572996915,-0.5971405714935247,0.0,4.3,539,2.0,200,30.26297,-97.784594
eJ7X_8KXVlyHZtGrrLz4yg,Lamberts Downtown Barbecue,Austin,TX,restaurants,0.04871433113402568,Medium Risk,Crowded Market Risk,RatingRiskComponent,-1.2213990645859802,2.0133969606156077,-0.5971405714935247,0.0,3.8,2088,2.0,200,30.265235082587218,-97.74790507437532
Unl62KlI0kwF8pToy7QjSA,Vic & Al's,Austin,TX,restaurants,-0.461669526772867,Low Risk,High-End / Niche Risk,EngagementRisk,0.13520383393937138,-1.3847413695373145,-0.5971405714935247,0.0,4.6,629,2.0,200,30.2849835,-97.7168484
97bK6WFJdJzy0oNNb3X6Hg,Fixe Austin's Southern House,Austin,TX,restaurants,0.3252923962396336,High Risk,Lower Relative Risk,PriceRiskComponent,-0.43315978767226937,0.7390950868082624,0.9952342858225411,0.0,4.1,1040,3.0,200,30.26853,-97.74773
8sEbM_ACHUbBsZ-TRZFXWA,Home Slice Pizza,Austin,TX,restaurants,-0.4772905239601589,Low Risk,High-End / Niche Risk,CompetitionRisk,-0.3520474460789102,-0.9599740782682007,-0.5971405714935247,0.0,4.5,968,2.0,200,30.3163524006061,-97.7183958217672
8RPIjybMh5Eg90eVsv3fRQ,Via 313 Pizza,Austin,TX,restaurants,-0.44319901933295675,Low Risk,High-End / Niche Risk,CompetitionRisk,-0.21568142757010153,-0.9599740782682007,-0.5971405714935247,0.0,4.5,858,2.0,200,30.29787158414248,-97.74147301566296
gaDwde0ErnE4OJVLAuAUpw,Nido,Austin,TX,restaurants,0.10464600470708957,Medium Risk,High-End / Niche Risk,EngagementRisk,0.7013967947827382,0.3143277955391447,-0.5971405714935247,0.0,4.2,381,,200,30.26410527121516,-97.7566834256152
ooRIabaNiaKtpEeEsIpTkw,Postino Bryker Woods,Austin,TX,restaurants,0.019572403620880863,Medium Risk,High-End / Niche Risk,EngagementRisk,2.4849388467834803,-1.8095086608064321,-0.5971405714935247,0.0,4.7,78,2.0,200,30.307205,-97.751627
acMhW2yiFCNU6PoGiHxvPQ,El Alma,Austin,TX,restaurants,-0.15804104697073187,Medium Risk,Crowded Market Risk,RatingRiskComponent,-0.7741187031976652,0.7390950868082624,-0.5971405714935247,0.0,4.1,1406,2.0,200,30.2601,-97.75562
4htpnlDZ6zAfpvEwPw1CDQ,Eddie V's Prime Seafood,Austin,TX,restaurants,0.30392478907548504,High Risk,Lower Relative Risk,PriceRiskComponent,-0.83670319983758,-0.5352067869990867,2.587609143138607,0.0,4.4,1486,4.0,200,30.2662563,-97.7406372
OD2IZRD5qopWWHHR-blN8Q,Ramen Tatsu-Ya,Austin,TX,restaurants,-0.37507528352345926,Low Risk,Crowded Market Risk,RatingRiskComponent,-1.6422556494085747,0.7390950868082624,-0.5971405714935247,0.0,4.1,3029,2.0,200,30.36114124578393,-97.71522845863804
J0oTYJx-dGn5yk926s6eGw,DeSano Pizzeria Napoletana,Austin,TX,restaurants,-0.5212790917702061,Low Risk,High-End / Niche Risk,CompetitionRisk,-0.5280017173190993,-0.9599740782682007,-0.5971405714935247,0.0,4.5,1131,2.0,200,30.35851,-97.73065
PrWSjn4a8o4dHoqKs53GBA,Bird Bird Biscuit,Austin,TX,restaurants,-0.8653557057825509,Low Risk,High-End / Niche Risk,CompetitionRisk,-1.0547735908302467,-1.8095086608064321,-0.5971405714935247,0.0,4.7,1802,2.0,200,30.284804,-97.713964
GZfHsTQAabxdXB_z30h6kw,DeSano Pizzeria Napoletana,Austin,TX,restaurants,-0.470138059427925,Low Risk,High-End / Niche Risk,EngagementRisk,0.5260969945882569,-1.8095086608064321,-0.5971405714935247,0.0,4.7,445,2.0,200,30.26629005721868,-97.7459750033982
pSOf1v4Wcnxe09ErQmOtJw,Ember Kitchen,Austin,TX,restaurants,-0.28465985187102893,Low Risk,High-End / Niche Risk,EngagementRisk,0.8432425335467235,-1.3847413695373145,-0.5971405714935247,0.0,4.6,336,,200,30.266578,-97.752637
ZJFIDLUiZ2Vs0NTj0pGVfg,Perry's Steakhouse & Grille - Downtown Austin,Austin,TX,restaurants,0.1871982619359369,Medium Risk,Lower Relative Risk,PriceRiskComponent,-0.985536324887056,0.7390950868082624,0.9952342858225411,0.0,4.1,1695,3.0,200,30.269628,-97.743311
UacakYbLnef2TYU2YDrtuw,Perla's,Austin,TX,restaurants,0.3470544462410056,High Risk,Crowded Market Risk,RatingRiskComponent,-1.1956461702050107,1.588629669346492,0.9952342858225411,0.0,3.9,2041,3.0,200,30.24995731632653,-97.75009197444392
4h-O6wPWswMbVowT_lYn9g,Tiki Tatsu-Ya,Austin,TX,restaurants,0.005665237529213107,Medium Risk,High-End / Niche Risk,RatingRiskComponent,0.3054737260712325,0.3143277955391447,-0.5971405714935247,0.0,4.2,541,2.0,200,30.25382,-97.76331
z4fQL2IHUR4ENonH7A_9tQ,Fonda San Miguel,Austin,TX,restaurants,0.25789709694329066,High Risk,Lower Relative Risk,PriceRiskComponent,-0.7027409848576409,0.7390950868082624,0.9952342858225411,0.0,4.1,1320,3.0,200,30.3255963,-97.7433855358878
EPkf96UcG2W3ttlQphWUGQ,la Barbecue,Austin,TX,restaurants,-0.6000598983013514,Low Risk,Crowded Market Risk,CompetitionRisk,-1.6926595259819117,-0.11043949572996915,-0.5971405714935247,0.0,4.3,3167,2.0,200,30.25455168824016,-97.7175824980666
vwwG4ZL46BBXeZMdrhi8PQ,Eberly,Austin,TX,restaurants,0.49387117209307096,High Risk,Lower Relative Risk,RatingRiskComponent,-0.1836119755276335,1.1638623780773762,0.9952342858225411,0.0,4.0,834,3.0,200,30.258668,-97.758881
GbsVsvABa4d3tDJRJdRs-Q,Jack Allen's Kitchen,Austin,TX,restaurants,-0.16511781286166632,Low Risk,High-End / Niche Risk,EngagementRisk,0.04710881577682853,-0.11043949572996915,-0.5971405714935247,0.0,4.3,680,2.0,200,30.3352434572574,-97.8075081023773
TSKMu1M0HAFoPvCZuJxx1w,Comedor,Austin,TX,restaurants,0.9149132730777306,High Risk,Lower Relative Risk,PriceRiskComponent,0.33294886236405324,0.7390950868082624,2.587609143138607,0.0,4.1,528,4.0,200,30.267721,-97.744204
Bz-NZ-2Dx6pztO0nvfD3JA,Nori,Austin,TX,restaurants,0.15985969864487193,Medium Risk,Lower Relative Risk,EngagementRisk,1.028945878294261,-1.3847413695373145,0.9952342858225411,0.0,4.6,285,3.0,200,30.2999,-97.74031
9e5lIroM6Eyd4aS26pWWEQ,Cooper's Old Time Pit Bar-B-Que,Austin,TX,restaurants,-0.17754431172363566,Low Risk,Crowded Market Risk,RatingRiskComponent,-1.2768990534783942,1.1638623780773762,-0.5971405714935247,0.0,4.0,2193,2.0,200,30.2649407,-97.7437486714698
4T4iO_t5iz6SbHrphY2fGA,CARVE American Grille - Central Austin,Austin,TX,restaurants,0.36059689591786453,High Risk,High-End / Niche Risk,EngagementRisk,1.3004330683567202,0.7390950868082624,-0.5971405714935247,0.0,4.1,224,,200,30.31812,-97.75281
U72ZAUh47P1cX-91jqLpJw,Emmer & Rye,Austin,TX,restaurants,0.4462684003632265,High Risk,Lower Relative Risk,RatingRiskComponent,-0.3740230624470114,1.1638623780773762,0.9952342858225411,0.0,4.0,987,3.0,200,30.256941357994524,-97.73933237013148
iuy7Wk41ZlSzk2DhNv0ymQ,TenTen,Austin,TX,restaurants,0.2991374966471733,High Risk,Lower Relative Risk,PriceRiskComponent,0.31175519649612127,-0.11043949572996915,0.9952342858225411,0.0,4.3,538,3.0,200,30.26916,-97.74771
27FZ6pNit3mbKA0MysZgaQ,Tatsumi Sushi,Austin,TX,restaurants,-0.17378085390686432,Low Risk,Lower Relative Risk,PriceRiskComponent,0.11915095935643367,-1.8095086608064321,0.9952342858225411,0.0,4.7,638,3.0,200,30.359108,-97.734542
KYr5xhJZ4_7Dzm1wIrW__w,The Peached Tortilla,Austin,TX,restaurants,-0.19968838514549142,Low Risk,Crowded Market Risk,RatingRiskComponent,-0.5159407646275856,0.3143277955391447,-0.5971405714935247,0.0,4.2,1119,2.0,200,30.33089,-97.74026
43N-TKU1m-y4FljMA0VXCg,Culinary Dropout,Austin,TX,restaurants,-0.27402882602711537,Low Risk,Crowded Market Risk,RatingRiskComponent,-1.2380698194231992,0.7390950868082624,-0.5971405714935247,0.0,4.1,2119,2.0,200,30.40344237657433,-97.7216
2YSJoXu7pUe_BT5XqbPz4Q,Nomade,Austin,TX,restaurants,-0.048648779154016775,Medium Risk,High-End / Niche Risk,EngagementRisk,0.9377522418765444,-0.5352067869990867,-0.5971405714935247,0.0,4.4,309,,200,30.249712,-97.755304
67bZm-KQQCwSat7_jmiVbA,Hopdoddy Burger Bar,Austin,TX,restaurants,-0.15695384720774652,Medium Risk,Crowded Market Risk,RatingRiskComponent,-1.1945371954148376,1.1638623780773762,-0.5971405714935247,0.0,4.0,2039,2.0,200,30.357638653378597,-97.7331304745033
r0LLzy0DYJz02Nc4XCg7rw,Clark's Oyster Bar - Austin,Austin,TX,restaurants,0.3728284504170165,High Risk,Lower Relative Risk,PriceRiskComponent,-0.24301557096273743,0.7390950868082624,0.9952342858225411,0.0,4.1,879,3.0,200,30.27296758753496,-97.75719738970636
wQ8XK2NJAL2csx_LmZfz4g,Eldorado Cafe,Austin,TX,restaurants,-0.4975686093584987,Low Risk,High-End / Niche Risk,CompetitionRisk,-0.43315978767226937,-0.9599740782682007,-0.5971405714935247,0.0,4.5,1040,2.0,200,30.362224,-97.7423571527181
CqOkl94q9ttvYNWIITA8ow,Swift's Attic,Austin,TX,restaurants,0.3835935797804656,High Risk,Lower Relative Risk,RatingRiskComponent,-0.6247223447780549,1.1638623780773762,0.9952342858225411,0.0,4.0,1232,3.0,200,30.26566,-97.743238
I6OrRuUmbIYoVRevwlUTrg,J Prime Steakhouse - Austin,Austin,TX,restaurants,0.7125809180728304,High Risk,Lower Relative Risk,PriceRiskComponent,1.2226886074209153,-0.9599740782682007,2.587609143138607,0.0,4.5,240,4.0,200,30.264809599995186,-97.74160646441464
nyDs0CD-lFysI3oIG9T5bw,Wu Chow,Austin,TX,restaurants,0.10556459847890404,Medium Risk,Crowded Market Risk,RatingRiskComponent,-0.5692307039373513,1.588629669346492,-0.5971405714935247,0.0,3.9,1173,2.0,200,30.268829,-97.748147
X7fLdR3A_0hJCBqv3-7O-A,Eddie V's Prime Seafood,Austin,TX,restaurants,0.13393652185252322,Medium Risk,Lower Relative Risk,PriceRiskComponent,0.07571858858663848,-0.5352067869990867,0.9952342858225411,0.0,4.4,663,3.0,200,30.38960524,-97.75295257
yqL1P6wcSZYQAgpO3TfhBQ,Kemuri Tatsu-ya,Austin,TX,restaurants,0.42904867600491675,High Risk,Lower Relative Risk,RatingRiskComponent,-0.44290195988025033,1.1638623780773762,0.9952342858225411,0.0,4.0,1049,3.0,200,30.25386,-97.7129
hpttZ0nryCCmV1hxwN3ZGg,ATX Cocina,Austin,TX,restaurants,0.2996794687728632,High Risk,Lower Relative Risk,PriceRiskComponent,-0.11084420627023303,0.3143277955391447,0.9952342858225411,0.0,4.2,782,3.0,200,30.264930789250577,-97.74928647433494
SRwJ6tNJ6r7hQ3uQ7hIBpQ,Bartlett's,Austin,TX,restaurants,0.30484987838715183,High Risk,Lower Relative Risk,PriceRiskComponent,-0.5149298590821964,0.7390950868082624,0.9952342858225411,0.0,4.1,1118,3.0,200,30.356725,-97.73124
hveKjJmiPTcUS4sKuvZBYg,Jeffrey's,Austin,TX,restaurants,0.8957857988337987,High Risk,Lower Relative Risk,PriceRiskComponent,0.25643896538832583,0.7390950868082624,2.587609143138607,0.0,4.1,565,4.0,200,30.28047,-97.75919
zDVjN3dC9EfQno21m3O8Pg,Stiles Switch BBQ & Brew,Austin,TX,restaurants,-0.27349449693401484,Low Risk,Crowded Market Risk,RatingRiskComponent,-1.235932503050797,0.7390950868082624,-0.5971405714935247,0.0,4.1,2115,2.0,200,30.33432,-97.7215
MnO3YMUGAnkHm-iy5wo0mQ,Intero Restaurant,Austin,TX,restaurants,-0.059048881136413545,Medium Risk,Lower Relative Risk,PriceRiskComponent,0.1533115591691193,-1.3847413695373145,0.9952342858225411,0.0,4.6,619,3.0,200,30.2538078303281,-97.7146533178121
tG7C9aZpYmj0-Z8hZC-0cg,SLAB BBQ & Beer,Austin,TX,restaurants,-0.35914302811421484,Low Risk,Crowded Market Risk,CompetitionRisk,-0.7289920452333655,-0.11043949572996915,-0.5971405714935247,0.0,4.3,1351,2.0,200,30.371378596230645,-97.72466797451716
_dX5kPHrplgQOpk1hBE7mg,Simar Seafood  Cocina,Austin,TX,restaurants,-0.11991488624611574,Medium Risk,High-End / Niche Risk,EngagementRisk,1.0774551047772625,-0.9599740782682007,-0.5971405714935247,0.0,4.5,273,2.0,200,30.385998608767903,-97.74167823668532
Arkwh6sIktiIjimtIiONXg,Lutie’s,Austin,TX,restaurants,0.22122080369621938,High Risk,High-End / Niche Risk,EngagementRisk,1.1676959907392575,0.3143277955391447,-0.5971405714935247,0.0,4.2,252,,200,30.300784,-97.722215
lIXsFNSHZmhfD0dlbV4lSg,Santorini Cafe,Austin,TX,restaurants,-0.7113079220367475,Low Risk,High-End / Niche Risk,CompetitionRisk,-0.43858245584703354,-1.8095086608064321,-0.5971405714935247,0.0,4.7,1045,2.0,200,30.387754325807133,-97.6841092
tSUDZZ95ky1xiPXBGG6s1g,Uchibā Austin,Austin,TX,restaurants,0.03457554588326403,Medium Risk,High-End / Niche Risk,EngagementRisk,1.2706495420256676,-0.5352067869990867,-0.5971405714935247,0.0,4.4,230,2.0,200,30.2658,-97.74998
xyvGNML9BW-3seLMqeYCWA,Colleen's Kitchen,Austin,TX,restaurants,0.15221401767259196,Medium Risk,Crowded Market Risk,RatingRiskComponent,0.0421342641065164,1.1638623780773762,-0.5971405714935247,0.0,4.0,683,2.0,200,30.2984,-97.704748
PXDwg6vXCzmpqnht6qmAnw,North Italia,Austin,TX,restaurants,0.20778891940147032,High Risk,Crowded Market Risk,RatingRiskComponent,-0.16033342024708613,1.588629669346492,-0.5971405714935247,0.0,3.9,817,2.0,200,30.26588,-97.74892
KEh3efWSOIzd8BvuW-X4-g,Phoebe's Diner,Austin,TX,restaurants,-0.686940463309925,Low Risk,Crowded Market Risk,CompetitionRisk,-1.1906472034779743,-0.9599740782682007,-0.5971405714935247,0.0,4.5,2032,2.0,200,30.2416132,-97.7588755
aTuONbEHUx5BjyajRXWxcg,An Nyeong K Tofu & Bbq,Austin,TX,restaurants,-0.10406761420884786,Medium Risk,High-End / Niche Risk,EngagementRisk,1.5656114841954478,-1.3847413695373145,-0.5971405714935247,0.0,4.6,177,2.0,200,30.321701245378605,-97.7390392
iiHcYdhd1CeDJjFZVCtKgg,Buddy's Burger,Austin,TX,restaurants,-0.559447473836881,Low Risk,High-End / Niche Risk,EngagementRisk,0.062165029192036036,-0.11043949572996915,-2.1895154288095906,0.0,4.3,671,1.0,200,30.34604078234463,-97.67666463864832
A7M_2DiB8Xvj3NTs1RGfDg,Truluck's Ocean's Finest Seafood & Crab,Austin,TX,restaurants,0.20491687720381582,High Risk,Lower Relative Risk,PriceRiskComponent,-0.0651272812773087,-0.11043949572996915,0.9952342858225411,0.0,4.3,751,3.0,200,30.3952662489598,-97.7454305690891
