business_id,name,rating,price_level,market_value
P5nJYSMnGj1tczv_PkNhyw,5280 Burger & Taphouse,4.3,2,1.4333333333333333
EoIJZMBqFwX-TNAj6rmctg,Ichi Umi Sushi,4.3,2,1.4333333333333333
pS_RoFsMCMFvoFMSSCJR9w,Salt Traders Zilker,4.3,2,1.4333333333333333
EPkf96UcG2W3ttlQphWUGQ,la Barbecue,4.3,2,1.4333333333333333
VLkKyk6RA6Tn02YQjyILIw,District Kitchen - Anderson Lane,4.3,2,1.4333333333333333
GbsVsvABa4d3tDJRJdRs-Q,Jack Allen's Kitchen,4.3,2,1.4333333333333333
eZE0FdYB9rUvbuPS4fNyYA,Arturo's Underground Cafe,4.3,2,1.4333333333333333
fTwvEZw8tvF73QxcX-5TdA,Mongers Market + Kitchen,4.2,2,1.4000000000000001
JW3SkLOUfGhcVQGosoozUA,Launderette,4.2,2,1.4000000000000001
-JqrUI1y8jaUQma7t2ShUA,Revelry Kitchen + Bar,4.2,2,1.4000000000000001
4h-O6wPWswMbVowT_lYn9g,Tiki Tatsu-Ya,4.2,2,1.4000000000000001
-IIvmjoEKa9Trhf4OxzJeA,Caroline,4.2,2,1.4000000000000001
KYr5xhJZ4_7Dzm1wIrW__w,The Peached Tortilla,4.2,2,1.4000000000000001
bZiIIUcpgxh8mpKMDhdqbA,Hopdoddy Burger Bar,4.2,2,1.4000000000000001
nJx3CI1grAFz1m9DO4CN-g,Komé,4.2,2,1.4000000000000001
taRtJ8b4eEBm5mdT09IqFA,De Nada Cantina,4.2,2,1.4000000000000001
pCNH6bRbyAR7vhaIKoFCxQ,Titaya's Thai Cuisine,4.2,2,1.4000000000000001
j3CWjH0XtesbbDZFVq3c7Q,Pinthouse Pizza,4.2,2,1.4000000000000001
LA5QhXzorbHpjY6pjHmHSA,Two Hands,4.2,2,1.4000000000000001
fszy3S_lTDUt32f9gb2-pg,Carpenters Hall,4.2,2,1.4000000000000001
mbNRIX5ROAzeDAmCVM_xzg,Via 313 Pizza,4.2,2,1.4000000000000001
1-0Jhx0QpzPk9cGcMYRUDA,Halal Bros,4.2,2,1.4000000000000001
6A-flzVZVs1l-Jsl4tRvjQ,"Snooze, an A.M. Eatery",4.2,2,1.4000000000000001
6oIKOIJmrSxv1MjVzg_hXQ,The Peacock,4.1,2,1.3666666666666665
43N-TKU1m-y4FljMA0VXCg,Culinary Dropout,4.1,2,1.3666666666666665
zDVjN3dC9EfQno21m3O8Pg,Stiles Switch BBQ & Brew,4.1,2,1.3666666666666665
7PZKJbMakI_WSbgA-DJUHA,Banger’s Sausage House & Beer Garden,4.1,2,1.3666666666666665
Tta8AYBZq3fwr1n2up75vQ,Eureka!,4.1,2,1.3666666666666665
7ZU9DwctpN_tkC7EOd3C-Q,Ramen Tatsu-Ya,4.1,2,1.3666666666666665
uwFa-pTQL1Rv4nULoIraNw,Ramen Tatsu-Ya,4.1,2,1.3666666666666665
HKi7fd2bTzZfVB_Dz9vGng,Lucky Robot,4.1,2,1.3666666666666665
shFV63u-qAkHNfz3ZG4sIw,Tumble 22,4.1,2,1.3666666666666665
acMhW2yiFCNU6PoGiHxvPQ,El Alma,4.1,2,1.3666666666666665
OD2IZRD5qopWWHHR-blN8Q,Ramen Tatsu-Ya,4.1,2,1.3666666666666665
4mtF2og-yXj7GbGgJNxq0w,Corinne Austin,4.1,2,1.3666666666666665
zZIWHmITwqaC8OhnPkjEIQ,"Snooze, an A.M. Eatery",4.1,2,1.3666666666666665
okamtsdTV_8ZgDbLtOSr9A,TLC Austin,4,2,1.3333333333333333
4-RkxDM200qfSG756uVmtQ,Péché,4,2,1.3333333333333333
O9kPl8Rd3SY3rjq4znpvKA,Nightcap,4,2,1.3333333333333333
67bZm-KQQCwSat7_jmiVbA,Hopdoddy Burger Bar,4,2,1.3333333333333333
9e5lIroM6Eyd4aS26pWWEQ,Cooper's Old Time Pit Bar-B-Que,4,2,1.3333333333333333
1hJEqPHe65oJmO6scIKvKA,Tumble 22 Chicken Joint,4,2,1.3333333333333333
k8KHoiDklnXDtXvLyxbd-w,Black's Barbecue Austin,4,2,1.3333333333333333
RUs0hG72w5xa76-10ZhSXA,June's,4,2,1.3333333333333333
xyvGNML9BW-3seLMqeYCWA,Colleen's Kitchen,4,2,1.3333333333333333
ZvYDNfxeJgnB0_9jwSAsxQ,Mandola's Italian,3.9,2,1.3
2EnKNyqXVTAsG5V9VJNxxg,Tiny Boxwoods,3.9,2,1.3
Qmq4gr5Mmo2oIVejag48PA,Kerbey Lane Cafe - Central,3.9,2,1.3
6e3UQmbqFLGWWDCI5VczCA,Hopfields,3.9,2,1.3
tmvswVDr4n56EjWq_RptBA,Gusto Italian Kitchen & Wine Bar,3.9,2,1.3
PXDwg6vXCzmpqnht6qmAnw,North Italia,3.9,2,1.3
v87I5i4XxiCr9Ihiqkbc4A,The Grove Wine Bar & Kitchen,3.9,2,1.3
6cpyParNNfo2c0XFm4caVA,Old Thousand,3.9,2,1.3
nyDs0CD-lFysI3oIG9T5bw,Wu Chow,3.9,2,1.3
mHHPfCZGRp4BQe_QvVno7g,Juliet Italian Kitchen,3.8,2,1.2666666666666666
u5XqU3ys3nXd1Ee0XYKLWg,Foreign & Domestic,3.8,2,1.2666666666666666
eJ7X_8KXVlyHZtGrrLz4yg,Lamberts Downtown Barbecue,3.8,2,1.2666666666666666
YwdNk5vD1gi6VttNucMDbA,sway thai,3.8,2,1.2666666666666666
27FZ6pNit3mbKA0MysZgaQ,Tatsumi Sushi,4.7,3,1.175
Bz-NZ-2Dx6pztO0nvfD3JA,Nori,4.6,3,1.15
MnO3YMUGAnkHm-iy5wo0mQ,Intero Restaurant,4.6,3,1.15
BHZ9puL8YuHE-YEdkmxH-g,Canje,4.5,3,1.125
lVLUITyRS9M0_P5POGnHPw,Soupleaf Hot Pot,4.5,3,1.125
GwAFL29gpnEIjAG9MauMig,Aba,4.4,3,1.1
X7fLdR3A_0hJCBqv3-7O-A,Eddie V's Prime Seafood,4.4,3,1.1
uPWJtYJi76EniU0xrX-zbA,Odd Duck,4.4,3,1.1
pCIdgI3QYpzgrtLAmDemuA,Truluck's Ocean's Finest Seafood & Crab,4.4,3,1.1
0Tjiph2juRLnj74gDix18A,Arriba Abajo,4.3,3,1.075
AcFt364BrHyMu3VrSCKMOw,Salty Sow,4.3,3,1.075
7kJab3nyBrRTfMMZMlgiSg,Este,4.3,3,1.075
Uav2xHxqZZxy4eblNB--PA,Fukumoto Sushi & Yakitori,4.3,3,1.075
Lcb9FB6Y_EhLEiJVUJ7tVA,Dai Due,4.3,3,1.075
iuy7Wk41ZlSzk2DhNv0ymQ,TenTen,4.3,3,1.075
fWgfmVcdwx_vY4wSphV1Lw,Soto South Lamar,4.3,3,1.075
YrReCTKKKRBEDMwFqcftsA,La Piscina,4.3,3,1.075
A7M_2DiB8Xvj3NTs1RGfDg,Truluck's Ocean's Finest Seafood & Crab,4.3,3,1.075
N20Ind9AWLbsCFFxtR_URQ,Gino's Vino Osteria,4.3,3,1.075
gghrK_T4ulGBgJPtn2cbiA,The Carillon,4.3,3,1.075
KIHoGUfCOLhBFQVSAN4QSg,Suerte,4.3,3,1.075
28RuK9yoG0k0LLGM7fqKQQ,Lin Asian Bar And Dim Sum,4.2,3,1.05
skvuuJVurCYV6J9QcAC0SA,Il Brutto,4.2,3,1.05
U1ti23Ir3tF5kg28rCBGDw,Neighborhood Sushi,4.2,3,1.05
dOQPeXu27YmjYFfV5tX-Zg,Bulevar Mexican Kitchen,4.2,3,1.05
2vppZx0rTDZtCzw-NljdRQ,The Capital Grille,4.2,3,1.05
hpttZ0nryCCmV1hxwN3ZGg,ATX Cocina,4.2,3,1.05
ZJFIDLUiZ2Vs0NTj0pGVfg,Perry's Steakhouse & Grille - Downtown Austin,4.1,3,1.025
z4fQL2IHUR4ENonH7A_9tQ,Fonda San Miguel,4.1,3,1.025
3gYruqSQnMtCmF2DiXcEOQ,Vespaio Ristorante,4.1,3,1.025
97bK6WFJdJzy0oNNb3X6Hg,Fixe Austin's Southern House,4.1,3,1.025
08wLD2pUdZV73zHywMpREA,Musashino Sushi Dokoro,4.1,3,1.025
SRwJ6tNJ6r7hQ3uQ7hIBpQ,Bartlett's,4.1,3,1.025
r0LLzy0DYJz02Nc4XCg7rw,Clark's Oyster Bar - Austin,4.1,3,1.025
bjzOuok1eXLceKaWWR-y7g,Mattie's,4.1,3,1.025
AsYbCd5d7TtIZEWIL5VhOw,Roaring Fork,4.1,3,1.025
yqL1P6wcSZYQAgpO3TfhBQ,Kemuri Tatsu-ya,4,3,1
U72ZAUh47P1cX-91jqLpJw,Emmer & Rye,4,3,1
Oj0dSJ9oL1jqf6Ud6cOYkA,Roaring Fork,4,3,1
ZYtgu8IWHoAiO56vvxsiqg,L'Oca d'Oro,4,3,1
CqOkl94q9ttvYNWIITA8ow,Swift's Attic,4,3,1
vwwG4ZL46BBXeZMdrhi8PQ,Eberly,4,3,1
CQZfOv-D3tylQWJicrUkUg,Craft Omakase,4.9,4,0.9800000000000001
ewoEi_2LXaCxjXyFEG7_4w,Tsuke Edomae,4.9,4,0.9800000000000001
O31SAvOOjle_RLvRpHDdmg,Vince Young Steakhouse,3.9,3,0.975
f6bsxIitCz6o2XgXeyYJLw,Olamaie,3.9,3,0.975
TKEmPN45epfqtNQq6wY8Dg,ALC Steaks,3.9,3,0.975
UacakYbLnef2TYU2YDrtuw,Perla's,3.9,3,0.975
Fuv7Apt32H5_ihp0qDEbAg,Arlo Grey by Kristen Kish,3.9,3,0.975
Y6tpEFutDG3a-DHu2cJ7LQ,Jacoby's Restaurant & Mercantile,3.8,3,0.95
DzrgzDDKSpACYWW3yKSt7A,Oseyo,3.8,3,0.95
wKQNqpvphl0zGCv9JuIN8Q,J Carver’s,4.5,4,0.9
CLcRsv9px0tbBkPkRN5qBQ,Otoko,4.5,4,0.9
4sfF1paqVfXvzAIdzs6MQg,Uchiko Austin,4.5,4,0.9
I6OrRuUmbIYoVRevwlUTrg,J Prime Steakhouse - Austin,4.5,4,0.9
J8Ha6yIvGoU-E31jnCq7Ew,Barley Swine,4.4,4,0.8800000000000001
XOo0oa5sXCZGjKXapIN95w,Red Ash,4.4,4,0.8800000000000001
zFaHweOJ40jjtvpGTjlspw,Uchi Austin,4.4,4,0.8800000000000001
4htpnlDZ6zAfpvEwPw1CDQ,Eddie V's Prime Seafood,4.4,4,0.8800000000000001
i1GWpxJ1Phm2awhVaTkouA,Juniper,4.2,4,0.8400000000000001
hveKjJmiPTcUS4sKuvZBYg,Jeffrey's,4.1,4,0.82
kbFl5B33CiSS3bSNULdjfw,The Guest House Austin,4.1,4,0.82
TSKMu1M0HAFoPvCZuJxx1w,Comedor,4.1,4,0.82
